source_case_id,source_language,target_language,source_path,translation_path,source_sha256,translation_sha256,translation_id,status,failed_checks,provider,api_version,model,project_id,location,created_at,input_codepoints,output_codepoints
ES100578,es,de,ES100578.source.es.txt,ES100578.translation.de.txt,3cf1e06ade256f9b4f5cc44e7e60821dca89ca1a4e980f01428c8fd42b117e5e,e5649449a5bedc01b348c238b259cc2388d566d94b61779525ce92568d47edd2,e3c-de-full-246-google-tllm-v1-ES100578-e5649449a5be,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1911,2092
ES100587,es,de,ES100587.source.es.txt,ES100587.translation.de.txt,2fb2ff658cf46873369e72f3f99db1909bcfa672fcf36a2096fac8171aa5f8ce,9e6ee708944a4d98158d344aa7668e176a3e7ef24d9ed76e595af47b9b81bede,e3c-de-full-246-google-tllm-v1-ES100587-9e6ee708944a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,602,654
ES100594,es,de,ES100594.source.es.txt,ES100594.translation.de.txt,b926a6f515a50a9ad25ce91878c487ce3dc23f7aa554d3372c2d1424ce38fb55,9525184188f45819e1d1b46621c4814e2db060643a534ebe13413d246b733c7d,e3c-de-full-246-google-tllm-v1-ES100594-9525184188f4,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2173,2446
ES100605,es,de,ES100605.source.es.txt,ES100605.translation.de.txt,bfc522aa4e3aa1eb326825ddc1a6ca61e4451601fd3c2b574e4c917dab1fa744,c67a5cd60cf731315f38de0d52d82f79a1967ab6d39b36c796e9baae75c79d31,e3c-de-full-246-google-tllm-v1-ES100605-c67a5cd60cf7,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,873,913
ES100631,es,de,ES100631.source.es.txt,ES100631.translation.de.txt,dc23f2490c2de66af2e920bb0806dc3f9a869ac59de222dcc722d48c212c3394,e637ff598b09e15efee1c904aeac559b215d65c876c508d411bdae9de9baebf7,e3c-de-full-246-google-tllm-v1-ES100631-e637ff598b09,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3161,3555
ES100633,es,de,ES100633.source.es.txt,ES100633.translation.de.txt,5dda5e13e77045e4fd47d9640a93f12ae960da7ca2d3743d86ff006a9b46db95,bf44b8a838782c77c7cf28aceb363e77c24f46e0c2d5f035ae1410044e7e2f41,e3c-de-full-246-google-tllm-v1-ES100633-bf44b8a83878,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,740,813
ES100634,es,de,ES100634.source.es.txt,ES100634.translation.de.txt,0ea5376e8e29f020e39d34b59e33239b930cf95cdc2e59ecda4be70edfb435a7,307aa9e55fa0a8805f290879b8435b3d2adaa8f6b01895936216d1b130507890,e3c-de-full-246-google-tllm-v1-ES100634-307aa9e55fa0,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,696,860
ES100642,es,de,ES100642.source.es.txt,ES100642.translation.de.txt,128ff83daaf515de3b9c41ce35db34bbe69faf241da96eea053d121ee5613d83,5eff1df6005e1a1094548345de6c0bf6dc65d70d3dfef9583362958dd2955099,e3c-de-full-246-google-tllm-v1-ES100642-5eff1df6005e,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,881,960
ES100650,es,de,ES100650.source.es.txt,ES100650.translation.de.txt,d512f67a3e122574ab95b366e56aef75d4fb6d86c5df5c31b04892b700a2e18d,5904fef39c3a160c8ab0c85e12cc996b180502da76fcead4ca6f0676bc476550,e3c-de-full-246-google-tllm-v1-ES100650-5904fef39c3a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1892,2147
ES100659,es,de,ES100659.source.es.txt,ES100659.translation.de.txt,88e1eb82a2eb553f74f056868cbab975605903bd72a6d6469e3c0ae3a5785bde,0871a7ce303d53e664ae319de6df40d51103ddb628bc7749d991447a32fd65c6,e3c-de-full-246-google-tllm-v1-ES100659-0871a7ce303d,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,943,1181
ES100663,es,de,ES100663.source.es.txt,ES100663.translation.de.txt,3416e473ae7cbc7efc6205d88f65c448e9d428ebdfae598cb748999f00ad0ac1,984303846176f870a0198644002a10b842fcc0f66aa626fb85bdeb0967e3ff2e,e3c-de-full-246-google-tllm-v1-ES100663-984303846176,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2139,2469
ES100686,es,de,ES100686.source.es.txt,ES100686.translation.de.txt,2b14858085667c4649b7c44034efdf419b8bb9f065300a6c3566799847d14670,3a35600fe17a2844ae4c6de0af0df2615ae9b222b00aa87606c07d4c3e08a935,e3c-de-full-246-google-tllm-v1-ES100686-3a35600fe17a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,656,729
ES100688,es,de,ES100688.source.es.txt,ES100688.translation.de.txt,ba749414b9bd53b5beddd8f985128d6c90790d96b1fc733bb2e7c46f58fa5e40,8c785fe295cd237112f56ad4b30c8a21e85051a5aa93fde684877da1a62c3ce9,e3c-de-full-246-google-tllm-v1-ES100688-8c785fe295cd,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2016,2250
ES100705,es,de,ES100705.source.es.txt,ES100705.translation.de.txt,5d83ad3623b0da37201dfd6ea9b16b68cb576606c981bb979f6240437681ea54,def4b42b3e2d9a15c48d81138bb159291e48610370c995d613471eaf573eb57a,e3c-de-full-246-google-tllm-v1-ES100705-def4b42b3e2d,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1842,1951
ES100713,es,de,ES100713.source.es.txt,ES100713.translation.de.txt,c86b06e0d22584d8ed5df298ddc0fe7e314370e7d453a47920fc6e4d0376f156,ee9c54361c4745b57f9c0009ecc998d97e2ec35fdf72ff142b204c73902b7aba,e3c-de-full-246-google-tllm-v1-ES100713-ee9c54361c47,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2049,2188
ES100715,es,de,ES100715.source.es.txt,ES100715.translation.de.txt,fdac7bd0b675ee69c50b428c2cc9574b6210cbe7c52a8caf70e09fc1a34b03b1,5ea7feaf04c659cb9a1c4e1256f21accd7628b3b3e7992a07faa3fee183bae83,e3c-de-full-246-google-tllm-v1-ES100715-5ea7feaf04c6,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3463,3728
ES100727,es,de,ES100727.source.es.txt,ES100727.translation.de.txt,96457f147de5bf0b6a469ba2cb31fd6813aef30394aaeb191d06064c0809281d,9f8c1fba7bbe5c38c1907b75e1d339f94ac3ae3ea24a0346c93582a56f548abe,e3c-de-full-246-google-tllm-v1-ES100727-9f8c1fba7bbe,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3314,3462
ES100736,es,de,ES100736.source.es.txt,ES100736.translation.de.txt,3e05e83e7e818ceb40c5278c7b5532e07db75f134ddae964d8c374bbe8e7f772,bdd3b59ebb5e7de3e905b7a8930a19b247358efa5abacacc3de8748ed095b844,e3c-de-full-246-google-tllm-v1-ES100736-bdd3b59ebb5e,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3683,4035
ES100737,es,de,ES100737.source.es.txt,ES100737.translation.de.txt,6932692fce378fc2319212ea5ec6fce7ceeb8a6fb55817bfd4224530e33f9fbd,0ce9609ec30a1cc281b9225ece59839232edb60fbc8b769d1404540a52cc28c9,e3c-de-full-246-google-tllm-v1-ES100737-0ce9609ec30a,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2063,2106
ES100760,es,de,ES100760.source.es.txt,ES100760.translation.de.txt,4017cbd1d7e1775f5ed9b698c5956d176712e49503b52d66a8067d9708302810,8996aaa3bb0a256ff5edb89f81f91e3f7f331e77197e0bdb51581de8f2263266,e3c-de-full-246-google-tllm-v1-ES100760-8996aaa3bb0a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2050,2318
ES100775,es,de,ES100775.source.es.txt,ES100775.translation.de.txt,3fd67377d9c0a22ad565a1142b5329ea2048985bf24b9c76d5852655b5da54f2,5f530bb51e1a109947145520431f7c289f220427d46af2ef50e3c2bced3a1262,e3c-de-full-246-google-tllm-v1-ES100775-5f530bb51e1a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,729,758
ES100778,es,de,ES100778.source.es.txt,ES100778.translation.de.txt,c517fa3d294f9f1924d053653ff732924d28325f55edb1807e81c0df990af750,0b54e1c2f69d3a9e450d463e79a212f0f4c83eae0fbfa244f0c8ad735597f3a0,e3c-de-full-246-google-tllm-v1-ES100778-0b54e1c2f69d,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1757,2102
ES100789,es,de,ES100789.source.es.txt,ES100789.translation.de.txt,34e2542bb907e0f2b05bad202330ab882363ec2946e9786f989f4aac16eab294,c39b28985e4f642f9b284102c1fc33dbc90ebfc6d1fd3c9cf20e60550621d914,e3c-de-full-246-google-tllm-v1-ES100789-c39b28985e4f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,702,815
ES100791,es,de,ES100791.source.es.txt,ES100791.translation.de.txt,d6c8da7cddbe59e5d0efdd98bcade7a573475ac769f6cdfc5ece6fd1d34ab734,ead85bfa8ba07bddab2f4151afa340b349c7cc08be6b35d7d6f5e154603725f6,e3c-de-full-246-google-tllm-v1-ES100791-ead85bfa8ba0,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,307,305
ES100797,es,de,ES100797.source.es.txt,ES100797.translation.de.txt,e68070a53ea076f9e460988602659d04b8568627a1ed9fc42c417274e0d75376,ba8a7aee321f11b86e67a5590957cd8aa5201e9acdd88565eb27cc1c8dda6301,e3c-de-full-246-google-tllm-v1-ES100797-ba8a7aee321f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3362,3429
ES100803,es,de,ES100803.source.es.txt,ES100803.translation.de.txt,1bc8974b6c2751656c62ec33a476c2e61597fe6414231ba409b5c1281634e915,1d1beed5c026b9ef88b13a79bc9d4bc0b41f054076938d8cd4e4f8842bfd01e7,e3c-de-full-246-google-tllm-v1-ES100803-1d1beed5c026,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,353,416
ES100809,es,de,ES100809.source.es.txt,ES100809.translation.de.txt,79a66ed74c6f8694957831b3237e014c53adb84ac1f747328557f75f5fd50060,f59d59bd9ee806a3405b80d00eda4458d6c463cecf61407c84347f8e0750267a,e3c-de-full-246-google-tllm-v1-ES100809-f59d59bd9ee8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3503,3771
ES100819,es,de,ES100819.source.es.txt,ES100819.translation.de.txt,8a46558501f6b09191b346d68fcfd247dd35e0fa241c623c09cb9fdd4342c777,c8fc3448ed706dce70791b0e78c8a97d78632c585eea05dd6091d49948ad0f9c,e3c-de-full-246-google-tllm-v1-ES100819-c8fc3448ed70,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3562,3967
ES100832,es,de,ES100832.source.es.txt,ES100832.translation.de.txt,afc6facc805df8816fba5a122829d118b0d08eed9d04939f710f0c0c820f0a4b,c8ae17274083bb9c7ff89adc12474c9de1c8ce9cb7f3436968c588f138783d2e,e3c-de-full-246-google-tllm-v1-ES100832-c8ae17274083,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3763,3948
ES100840,es,de,ES100840.source.es.txt,ES100840.translation.de.txt,34b778a7f608871085f108bbaa34a6754677760e005c27d0c0bb7294cc71f829,48a47eefb3396d9c0bb33160e838a9adf8c198138c80145df4499918b88a0265,e3c-de-full-246-google-tllm-v1-ES100840-48a47eefb339,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3217,3609
ES100848,es,de,ES100848.source.es.txt,ES100848.translation.de.txt,6e893b32e84e806bd74978a51cd9c7f9be65cd36dbb2376f672d5999579989f9,14c1f0f9ba575a625208de203b399f21244077ba799972e940b7f70e08c38bd2,e3c-de-full-246-google-tllm-v1-ES100848-14c1f0f9ba57,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1963,2160
ES100896,es,de,ES100896.source.es.txt,ES100896.translation.de.txt,5ee1da6b3ef3ad2c56c596ebfab917c819a85911ee231e985436221d6c9b9fff,d90d90dfd2dab8e855e5e6995697d85a4537bf92a18a93c8aac50996dc11422b,e3c-de-full-246-google-tllm-v1-ES100896-d90d90dfd2da,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1906,2054
ES100924,es,de,ES100924.source.es.txt,ES100924.translation.de.txt,e5c7457bc7cb6db25708e26316a2ed92c3156b18ab7602ba50f259370a1cfff5,a85b1004fc8035f78e8233f52d1f180f7e75ab8556e6660b55e06184a9231bd1,e3c-de-full-246-google-tllm-v1-ES100924-a85b1004fc80,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,952,1080
ES100937,es,de,ES100937.source.es.txt,ES100937.translation.de.txt,d6cb1db2bc1087ef834cd768cf419c894dd2f86fd25e9a1de226fe873f8dd1ff,78ccb73ab7e0b03af3d45b527e8ef69cd0662fc08c066c832a6e5ca841faf77d,e3c-de-full-246-google-tllm-v1-ES100937-78ccb73ab7e0,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2047,2358
ES100946,es,de,ES100946.source.es.txt,ES100946.translation.de.txt,9268394edf3ef69be8245b68305d4fc7885a205b83969b1ac16736727929a01c,1629f51394f16180611f96e21e5db0726b1a9fe5b283a4eec026a98befc01430,e3c-de-full-246-google-tllm-v1-ES100946-1629f51394f1,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3539,3774
ES100947,es,de,ES100947.source.es.txt,ES100947.translation.de.txt,e34e6830070459e1c4164c36d3b9f1718fa215d8e26335c3dd1a04b57d7ae8c3,6060be6c12d6e9f8e34e5b234b1e78be19c133cc7131cd2184c8438c1672b9d0,e3c-de-full-246-google-tllm-v1-ES100947-6060be6c12d6,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1931,2152
ES100962,es,de,ES100962.source.es.txt,ES100962.translation.de.txt,beb018cbf0aceb3c2763d056033c18223c743dca22510f76c42a4c05bdf1650e,5b6fe6536850b54bebd991fda6daf9f04c86ad676bcf9e0b1e1c8d55b83cdfe9,e3c-de-full-246-google-tllm-v1-ES100962-5b6fe6536850,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1986,2177
ES100978,es,de,ES100978.source.es.txt,ES100978.translation.de.txt,b64b7d389b22079376ae7f8728c1c1f8cea0c9cde6816301de533bc802707ea4,8cdf344eda73f341fa8aa24c581c1033fcb4388d5a061ab5774bb565fa9f3d44,e3c-de-full-246-google-tllm-v1-ES100978-8cdf344eda73,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3780,4513
ES100994,es,de,ES100994.source.es.txt,ES100994.translation.de.txt,4762bdae548bea84158d10952bfe85be50bb690e6c0054c12d79b4a97e3a34ae,46451055c5a81fbe43cdded70fca1bea318a3e91f0023938ea6219ed52654d90,e3c-de-full-246-google-tllm-v1-ES100994-46451055c5a8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3146,3677
FR100003,fr,de,FR100003.source.fr.txt,FR100003.translation.de.txt,b7809e009ad1d240ef4c253d7cabf553ecced9514095a620060e2cc86076ab67,e00e15db5ae9a5cdfc01e0bcc70613a1f667e1ef093f8fd7c4bb88693fd599ba,e3c-de-full-246-google-tllm-v1-FR100003-e00e15db5ae9,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2458,2720
FR100078,fr,de,FR100078.source.fr.txt,FR100078.translation.de.txt,b718a60c0432a01a174d59d57787d672d8e8426da88ed41f8effbc0fddefda05,6aa02a75751bea83b5b5d1969e79aa5861821833cfb6a39121ab691f7bb8b734,e3c-de-full-246-google-tllm-v1-FR100078-6aa02a75751b,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2083,2264
FR100092,fr,de,FR100092.source.fr.txt,FR100092.translation.de.txt,1e392e8962a62b82fd2da4c0a780cc4c8a1c809dcca0ff81aab419ab1190d30a,84b4e964c961dc88d9a39230c7412e9e6f3bbc3aa8758689cb0588dee942d332,e3c-de-full-246-google-tllm-v1-FR100092-84b4e964c961,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2029,2199
FR100120,fr,de,FR100120.source.fr.txt,FR100120.translation.de.txt,c3dd666c1f8ba3e201a617e34c22292e9bd1ebf890a27e04b9cce6ae93791f5f,561e2d336146344193468e468b190efe1180f65f27300ba13fcc6dff60544f4b,e3c-de-full-246-google-tllm-v1-FR100120-561e2d336146,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1939,2050
FR100130,fr,de,FR100130.source.fr.txt,FR100130.translation.de.txt,ecb61fb69b34c156c8c21a48ffbdc64567073254017d2f67ac3d3abccbedcea0,1f92a5ea56cd2056022475f9ed33a41915340c97b0231b69b859a261f33d13d2,e3c-de-full-246-google-tllm-v1-FR100130-1f92a5ea56cd,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3347,3716
FR100132,fr,de,FR100132.source.fr.txt,FR100132.translation.de.txt,f3e107a8fb0564bb02fef87f8515c393896e7dc7b70afee7443c41e1e3574320,803d62e75781d1a6afa57f3f604f136d837b0f35245c786067249c02df75f212,e3c-de-full-246-google-tllm-v1-FR100132-803d62e75781,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1883,2155
FR100142,fr,de,FR100142.source.fr.txt,FR100142.translation.de.txt,8f49c11ab205f1943146635e0381fb93f92e4fb6a0b9c7bc7f4f8c8066d57cc8,d59a68c21dfca46346ef1f73387331758967b0629db469b078e85e76ebd4ff26,e3c-de-full-246-google-tllm-v1-FR100142-d59a68c21dfc,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3241,3357
FR100161,fr,de,FR100161.source.fr.txt,FR100161.translation.de.txt,731be3c8e3501ab4d19f70c478ec7d88cdcf18187631d09daf949a096854dbfd,5337ea9be246524d2e019a3fc7109305b75352d89523fba807a2c95e3b6f9d1e,e3c-de-full-246-google-tllm-v1-FR100161-5337ea9be246,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1960,1983
FR100168,fr,de,FR100168.source.fr.txt,FR100168.translation.de.txt,4c2519221313901a902c70413bdda15d2debd04e016958cd26aeb1f87879400b,d7573d7d2b2113a40d566c682e38858b0744c2a7ce14f229c2212a7f271ba79d,e3c-de-full-246-google-tllm-v1-FR100168-d7573d7d2b21,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2952,3042
FR100185,fr,de,FR100185.source.fr.txt,FR100185.translation.de.txt,4f61dd20324f6472a64d976aa6354fc0111e3f3499c3fcd271ecbe1e1a3c726d,2c9f6eac9685f4e46d3a95681f4c36a88ab9b0536b9de5ae34ab9a3ba39c153b,e3c-de-full-246-google-tllm-v1-FR100185-2c9f6eac9685,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,902,975
FR100227,fr,de,FR100227.source.fr.txt,FR100227.translation.de.txt,40182a37675c61fd91b1cd0b078afc19a9a08e86768fdefc00af776308e42ce8,a2adc5cff703ec16eea23bc07efab45818a02dc123d31842f83e8fcd28ea5b8e,e3c-de-full-246-google-tllm-v1-FR100227-a2adc5cff703,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,706,918
FR100255,fr,de,FR100255.source.fr.txt,FR100255.translation.de.txt,5cf590d3f68fd7b5a71914f5d70e7ce60184aecd1102559fcd5647449a350f42,76c6b58d7ef220f63c3de9afec2a783c7d6a106ff9c58105174bab8c91d74a72,e3c-de-full-246-google-tllm-v1-FR100255-76c6b58d7ef2,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1934,2193
FR100275,fr,de,FR100275.source.fr.txt,FR100275.translation.de.txt,bd871f909c965a43fcc4be35c24ea501f067106b7273f3094e186b5a7487989b,703b144e8a6c7d688e4ee10fbef32c6a5fa8c006c069bf48c4733bc6e12915b6,e3c-de-full-246-google-tllm-v1-FR100275-703b144e8a6c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3343,3424
FR100276,fr,de,FR100276.source.fr.txt,FR100276.translation.de.txt,5bdb5663e7848d7291d6a113757c49f3933f0e5609162fc7a517652d15a79b29,f6c8ba15ecda8e8c5b07e0b31d806d6f530a5fa057f9a452061285655012ed68,e3c-de-full-246-google-tllm-v1-FR100276-f6c8ba15ecda,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2004,2138
FR100282,fr,de,FR100282.source.fr.txt,FR100282.translation.de.txt,b163ee3e3186fc87fa6e0d96439171603a2aa9cc8e75f4bfa8cb06ca6605b276,8c29713e8a3382f81d8d40de5e877649d602be7708efb195da580ba52f95d79c,e3c-de-full-246-google-tllm-v1-FR100282-8c29713e8a33,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1942,2140
FR100283,fr,de,FR100283.source.fr.txt,FR100283.translation.de.txt,97c854600a3cbf4ba128ae40b9a29ba4312faffa345db71a23f5c836a1e13c44,926eb0b1639f552edbdaaa1475c658898c8b7f703fbe4c67355a1d5c45c218a0,e3c-de-full-246-google-tllm-v1-FR100283-926eb0b1639f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,882,977
FR100296,fr,de,FR100296.source.fr.txt,FR100296.translation.de.txt,dcf8044bb9f06ea5898a48019c41cf920d182796da489414c08a3be1d25b6a74,081dbec7355477dcc83040aba82a2691b68c17f39565abf0be53d35ef0c20d62,e3c-de-full-246-google-tllm-v1-FR100296-081dbec73554,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1986,2267
FR100314,fr,de,FR100314.source.fr.txt,FR100314.translation.de.txt,d75823ee85840366abab6c543b2ecbff768ff98d7c674cb8cf36d62dc3f50876,c343e1c63ff0bd8260212f4ae5769d02ce1b74045aa2d857832f5d1bfec68e13,e3c-de-full-246-google-tllm-v1-FR100314-c343e1c63ff0,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,785,879
FR100344,fr,de,FR100344.source.fr.txt,FR100344.translation.de.txt,1c53752c1d51b6bd3da44ffae2d309d6bba578e2bb963c419db6d1da2a6cf5bb,ecbb0304bfd4a783eb917b2efbcbd1b8816bd26cc9da8a3c3512201b35fa6fdf,e3c-de-full-246-google-tllm-v1-FR100344-ecbb0304bfd4,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3120,3473
FR100346,fr,de,FR100346.source.fr.txt,FR100346.translation.de.txt,91223ec0b5b0f9a45db04dca89624eecf2b59a1074c8cbfa290fa6e1b43c513d,006e6aafffce73871ee3797331ae926c40b7d8becc8948d6e24f7631010a77d6,e3c-de-full-246-google-tllm-v1-FR100346-006e6aafffce,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1932,2223
FR100360,fr,de,FR100360.source.fr.txt,FR100360.translation.de.txt,7bfa0fef0cff9b48cf006f803ae34e52da98aff0a04c85a8ddce13580d139dbf,5f0a7ded0097efc974e9892e7805fec8d96e706e5db0f4dd0f4c00691799b6ce,e3c-de-full-246-google-tllm-v1-FR100360-5f0a7ded0097,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2138,2430
FR100361,fr,de,FR100361.source.fr.txt,FR100361.translation.de.txt,5be3fb7e531e1676cd90fd1250e3c5359da017d74657de9bb7b3878e75c4ecb5,23babeea2844e06551b4de60178f6f5ae45c42d4a0df26b208d57040d2fb1e13,e3c-de-full-246-google-tllm-v1-FR100361-23babeea2844,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3572,4026
FR100371,fr,de,FR100371.source.fr.txt,FR100371.translation.de.txt,4465f12c3b890a70b239751004ef8855033d09df7e950082ba99772823fc7cd3,3e09830b315f94b162cc7e7afbc2d865df2034218e95446e72c863c79b0406cd,e3c-de-full-246-google-tllm-v1-FR100371-3e09830b315f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3501,3785
FR100400,fr,de,FR100400.source.fr.txt,FR100400.translation.de.txt,25cd9e638f40b656d3247e58650db30a8083b6c4fcfdfb2935d0308c9657fd3e,ba1e2d020cd9b71096da27606a1adc2fbb29a9025d8c8b2b0779a458f4bd5159,e3c-de-full-246-google-tllm-v1-FR100400-ba1e2d020cd9,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1876,2074
